id,tas_project_id,title,year,author,bibtex_source,added_by_username,project_id,forum,link,month,publication_type,doi,status,checked_for_duplicates,reviewed_by_id,reviewed_comment,reviewed_date,submitted_date,ticket_id,normalized_forum_id
3592,,Response time analysis for sporadic tasks in uniprocessor fixed-priority scheduling with starting and resuming delays,2025.0,"Barral, Hadrien and Abdedda{\""i}m, Yasmina and Masson, Damien and Goossens, Jo{\""e}l","{""hal_version"": ""v1"", ""hal_id"": ""hal-05456700"", ""pdf"": ""https://cnrs.hal.science/hal-05456700v1/file/SecuRealTime-9.pdf"", ""keywords"": ""response time analysis ; security ; Fixed priority scheduling ; Fixed priority scheduling response time analysis security"", ""month"": ""10"", ""year"": ""2025"", ""address"": ""Pisa, Italy"", ""booktitle"": ""{33rd International Conference on Real-Time Networks and Systems (RTNS '25)}"", ""url"": ""https://cnrs.hal.science/hal-05456700"", ""author"": ""Barral, Hadrien and Abdedda{\\\""i}m, Yasmina and Masson, Damien and Goossens, Jo{\\\""e}l"", ""title"": ""{Response time analysis for sporadic tasks in uniprocessor fixed-priority scheduling with starting and resuming delays}"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""barral:hal-05456700""}",admin,,33rd International Conference on Real-Time Networks and Systems (RTNS '25),https://cnrs.hal.science/hal-05456700,10.0,conference paper,,APPROVED,1,10484.0,,1772668800000.0,1772668800000.0,,
3594,,ProHD: Projection-Based Hausdorff Distance Approximation,2025.0,"Fu, Jiuzhou and Guo, Luanzheng and Tallent, Nathan R and Zhao, Dongfang","{""year"": ""2025"", ""journal"": ""arXiv preprint arXiv:2511.18207"", ""author"": ""Fu, Jiuzhou and Guo, Luanzheng and Tallent, Nathan R and Zhao, Dongfang"", ""title"": ""ProHD: Projection-Based Hausdorff Distance Approximation"", ""ENTRYTYPE"": ""article"", ""ID"": ""fu2025prohd""}",admin,,arXiv,https://arxiv.org/pdf/2511.18207,,preprint,,APPROVED,1,10484.0,,1772668800000.0,1772668800000.0,,
3597,,HybHuff: Lossless Compression for Hypergraphs via Entropy-Guided Huffman-Bitwise Coordination,2025.0,"Zhao, Tianyu and Zhao, Dongfang and Guo, Luanzheng and Tallent, Nathan","{""year"": ""2025"", ""journal"": ""arXiv preprint arXiv:2506.15844"", ""author"": ""Zhao, Tianyu and Zhao, Dongfang and Guo, Luanzheng and Tallent, Nathan"", ""title"": ""HybHuff: Lossless Compression for Hypergraphs via Entropy-Guided Huffman-Bitwise Coordination"", ""ENTRYTYPE"": ""article"", ""ID"": ""zhao2025hybhuff""}",admin,,arXiv,https://arxiv.org/pdf/2506.15844,,preprint,,APPROVED,1,10484.0,,1772668800000.0,1772668800000.0,,
3669,,Challenges and Design Considerations for Finding CUDA Bugs Through GPU-Native Fuzzing,2026.0,"Li, Mingkai and Devietti, Joseph and Jana, Suman and Khan, Tanvir Ahmed","{""year"": ""2026"", ""journal"": ""arXiv"", ""author"": ""Li, Mingkai and Devietti, Joseph and Jana, Suman and Khan, Tanvir Ahmed"", ""title"": ""Challenges and Design Considerations for Finding CUDA Bugs Through GPU-Native Fuzzing"", ""ENTRYTYPE"": ""article"", ""ID"": ""li2026challenges""}",admin,,arXiv,https://arxiv.org/pdf/2603.05725,,preprint,,APPROVED,1,10484.0,,1773360000000.0,1773360000000.0,,
3670,,Wax: Optimizing Data Center Applications With Stale Profile,2026.0,"Bhuiyan, Tawhid and Hoque, Sumya and Moreira, Angelica Aparecida and Khan, Tanvir Ahmed","{""series"": ""ASPLOS '26"", ""location"": ""USA"", ""keywords"": ""profile-guided optimizations, profile staleness, frontend stalls, debug information, data centers"", ""numpages"": ""17"", ""pages"": ""2232\u20132248"", ""booktitle"": ""Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2"", ""doi"": ""10.1145/3779212.3790248"", ""url"": ""https://doi.org/10.1145/3779212.3790248"", ""address"": ""New York, NY, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9798400723599"", ""year"": ""2026"", ""title"": ""Wax: Optimizing Data Center Applications With Stale Profile"", ""author"": ""Bhuiyan, Tawhid and Hoque, Sumya and Moreira, Ang\\'{e}lica Aparecida and Khan, Tanvir Ahmed"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1145/3779212.3790248""}",admin,,"31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2,ASPLOS '26",https://doi.org/10.1145/3779212.3790248,,conference paper,10.1145/3779212.3790248,APPROVED,1,10484.0,,1773532800000.0,1773532800000.0,,
3672,,Causal Search for Skylines (CSS): Causally-Informed Selective Data De-Correlation,2026.0,Pratanu Mandal and Abhinav Gorantla and K. Candan and M. Sapino,"{'bibtex': '@Inproceedings{Mandal2026CausalSF,\n author = {Pratanu Mandal and Abhinav Gorantla and K. Candan and M. Sapino},\n title = {Causal Search for Skylines (CSS): Causally-Informed Selective Data De-Correlation},\n year = {2026}\n}\n'}",admin,,arXiv,https://www.semanticscholar.org/paper/9311078b3b4f6371cc9116a3f4917ac9f87e4c86,3.0,preprint,,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3676,,C-KASH: Custom Metric-based Kubernetes Autoscaler and Scheduler for Heterogeneous GPU-backed LLM Inference,2025.0,A. Muthukumar and Tanay Maheshwari and Deepak Nadig,"{'bibtex': '@Conference{Muthukumar2025CKASHCM,\n author = {A. Muthukumar and Tanay Maheshwari and Deepak Nadig},\n booktitle = {International Workshop on Ant Colony Optimization and Swarm Intelligence},\n journal = {2025 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS)},\n pages = {1-6},\n title = {C-KASH: Custom Metric-based Kubernetes Autoscaler and Scheduler for Heterogeneous GPU-backed LLM Inference},\n year = {2025}\n}\n'}",admin,,2025 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS),https://www.doi.org/10.1109/ANTS66931.2025.11429804,12.0,conference paper,10.1109/ANTS66931.2025.11429804,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3677,,DeepScale: Forecast-Based Vertical Scaling in Cloud-Native MLOps,2025.0,Rohit D. Bankar and Deepak Nadig,"{'bibtex': '@Conference{Bankar2025DeepScaleFV,\n author = {Rohit D. Bankar and Deepak Nadig},\n booktitle = {International Workshop on Ant Colony Optimization and Swarm Intelligence},\n journal = {2025 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS)},\n pages = {1-6},\n title = {DeepScale: Forecast-Based Vertical Scaling in Cloud-Native MLOps},\n year = {2025}\n}\n'}",admin,,2025 IEEE International Conference on Advanced Networks and Telecommunications Systems (ANTS),https://www.doi.org/10.1109/ANTS66931.2025.11429849,12.0,conference paper,10.1109/ANTS66931.2025.11429849,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3687,,Evaluating the Energy-Efficiency of the Code Generated by LLMs,2025.0,Md. Arman Islam and Devi Varaprasad Jonnala and Ritika Rekhi and Pratik Pokharel and Siddharth Cilamkoti and A. Imran and Tevfik Kosar and B. Turkkan,"{'bibtex': '@Article{Islam2025EvaluatingTE,\n author = {Md. Arman Islam and Devi Varaprasad Jonnala and Ritika Rekhi and Pratik Pokharel and Siddharth Cilamkoti and A. Imran and Tevfik Kosar and B. Turkkan},\n booktitle = {2025 3rd International Conference on Foundation and Large Language Models (FLLM)},\n journal = {2025 3rd International Conference on Foundation and Large Language Models (FLLM)},\n pages = {289-300},\n title = {Evaluating the Energy-Efficiency of the Code Generated by LLMs},\n year = {2025}\n}\n'}",admin,,2025 3rd International Conference on Foundation and Large Language Models (FLLM),https://www.doi.org/10.1109/FLLM67465.2025.11391172,5.0,journal article,10.1109/FLLM67465.2025.11391172,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3753,,"Conducting Thousands of Experiments to Analyze VMs, Dockers and Nested Dockers Boot Time",2018.0,T. Nguyen and A. Lèbre,"{'bibtex': '@Inproceedings{Nguyen2018ConductingTO,\n author = {T. Nguyen and A. Lèbre},\n pages = {1-13},\n title = {Conducting Thousands of Experiments to Analyze VMs, Dockers and Nested Dockers Boot Time},\n year = {2018}\n}\n'}",admin,,,https://www.semanticscholar.org/paper/adb43fff3dcd4b81b7298bd6007d5a5fb533146d,11.0,other,,REFERENCE_ONLY,1,10484.0,,1773878400000.0,1773878400000.0,,
3764,,High-Throughput Polygenic Biomarker Discovery Using Condition-Specific Gene Coexpression Networks,2018.0,William L. Poehlman,"{'bibtex': '@Inproceedings{Poehlman2018HighThroughputPB,\n author = {William L. Poehlman},\n title = {High-Throughput Polygenic Biomarker Discovery Using Condition-Specific Gene Coexpression Networks},\n year = {2018}\n}\n'}",admin,,Clemson University,https://www.semanticscholar.org/paper/c4eeba50acb0b4bbe3db15cf9b4c770c97ad9104,,phd thesis,,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3765,,Self-verifiable Experimentation Pipelines An Alternative to Research Artifact Descriptions,2018.0,I. Jimenez and C. Maltzahn and Santa Cruz,"{'bibtex': '@Inproceedings{Jimenez2018SelfverifiableEP,\n author = {I. Jimenez and C. Maltzahn and Santa Cruz},\n title = {Self-verifiable Experimentation Pipelines An Alternative to Research Artifact Descriptions},\n year = {2018}\n}\n'}",admin,,Zenodo,https://www.semanticscholar.org/paper/56396dc64372a2a14c71f9eeaa76da80e676c584,,preprint,,REFERENCE_ONLY,1,10484.0,,1773878400000.0,1773878400000.0,,
3769,,Scylla: A Mesos Framework for Container Based MPI Jobs,2019.0,Pankaj Saha and Angel Beltre and M. Govindaraju,"{'bibtex': '@Article{Saha2019ScyllaAM,\n author = {Pankaj Saha and Angel Beltre and M. Govindaraju},\n booktitle = {arXiv.org},\n journal = {ArXiv},\n title = {Scylla: A Mesos Framework for Container Based MPI Jobs},\n volume = {abs/1905.08386},\n year = {2019}\n}\n'}",admin,,ArXiv,https://www.semanticscholar.org/paper/5f6d2b0341d658d17b2e0514b05b76f1b8c94c81,5.0,preprint,,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3771,,Scaling Smart Appliances for Spatial Data Synthesis,2015.0,Luis Pineda-Morales and Balaji Subramaniam and K. Keahey and Gabriel Antoniu and Alexandru Costan and Shaowen Wang and Anand Padmanabhan and A. Soliman,"{'bibtex': '@Inproceedings{Pineda-Morales2015ScalingSA,\n author = {Luis Pineda-Morales and Balaji Subramaniam and K. Keahey and Gabriel Antoniu and Alexandru Costan and Shaowen Wang and Anand Padmanabhan and A. Soliman},\n booktitle = {International Conference on Supercomputing},\n title = {Scaling Smart Appliances for Spatial Data Synthesis},\n year = {2015}\n}\n'}",admin,,SC 2015,https://www.semanticscholar.org/paper/73c2f0719a7b3d2db45c5c9ddc6946a5e11021a6,11.0,poster,,PRODUCED_BY_CHAMELEON,1,,,1773878400000.0,1773878400000.0,,
3773,,SciStream: Mem-to-Mem Scientific Data Streaming over a Wide Area Network,2022.0,Chengyi Qu,"{'bibtex': '@Inproceedings{Qu2022SciStreamMS,\n author = {Chengyi Qu},\n title = {SciStream: Mem-to-Mem Scientific Data Streaming over a Wide Area Network},\n year = {2022}\n}\n'}",admin,,SC22 Network Research Exhibition,https://www.semanticscholar.org/paper/9809ae9c08c00e9536e4c355a79a9b0a94897530,,Demonstration Preliminary Abstract,,APPROVED,1,10484.0,,1773878400000.0,1773878400000.0,,
3777,,AGORA: Agentic Green Orchestration Architecture for Beyond 5G Networks,2026.0,"Moreira, Rodrigo and Moreira, Larissa Ferreira Rodrigues and Peixoto, Maycon and Silva, Flávio De Oliveira","{""doi"": ""10.1109/ACCESS.2026.3672699"", ""keywords"": ""Telemetry;Translation;5G mobile communication;Sustainable development;Green products;Real-time systems;Cognition;Quality of service;Routing;Protocols;Agentic;B5G;intents;energy-aware;MEC;monitoring"", ""pages"": ""1-1"", ""number"": """", ""volume"": """", ""year"": ""2026"", ""title"": ""AGORA: Agentic Green Orchestration Architecture for Beyond 5G Networks"", ""journal"": ""IEEE Access"", ""author"": ""Moreira, Rodrigo and Moreira, Larissa Ferreira Rodrigues and Peixoto, Maycon and Silva, Fl\u00e1vio De Oliveira"", ""ENTRYTYPE"": ""article"", ""ID"": ""11428168""}",rodrigo@ufv.br,,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3672699,,journal article,10.1109/ACCESS.2026.3672699,REJECTED,0,,,1773878400000.0,1773878400000.0,115523,
3778,,Exploiting Test-Time Augmentation in Federated Learning for Brain Tumor MRI Classification,2026.0,Thamara Leandra de Deus Melo and Rodrigo Moreira and Larissa Moreira and André Backes,"{""issn"": ""2184-4321"", ""isbn"": ""978-989-758-804-4"", ""doi"": ""10.5220/0014391000004084"", ""organization"": ""INSTICC"", ""publisher"": ""SciTePress"", ""pages"": ""148-156"", ""year"": ""2026"", ""booktitle"": ""Proceedings of the 21st International Conference on Computer Vision Theory and Applications - Volume 1: VISAPP"", ""title"": ""Exploiting Test-Time Augmentation in Federated Learning for Brain Tumor MRI Classification"", ""author"": ""Thamara Leandra de Deus Melo and Rodrigo Moreira and Larissa Moreira and Andr\u00e9 Backes"", ""ENTRYTYPE"": ""conference"", ""ID"": ""visapp26""}",rodrigo@ufv.br,,"Proceedings of the 21st International Conference on Computer Vision Theory and Applications - Volume 1: VISAPP,SciTePress",https://doi.org/10.5220/0014391000004084,,conference paper,10.5220/0014391000004084,REJECTED,0,,,1773878400000.0,1773878400000.0,115524,
3779,,NeuroScaler: Towards Energy-Optimal Autoscaling for Container-Based Services,2026.0,Alisson O. Chaves and Rodrigo Moreira and Larissa F. Rodrigues Moreira and Joao Correia and David Santos and Rui Silva and Tiago Barros and Daniel Corujo and Miguel Rocha and Flavio de Oliveira Silva,"{""url"": ""https://arxiv.org/abs/2602.08191"", ""primaryclass"": ""cs.NI"", ""archiveprefix"": ""arXiv"", ""eprint"": ""2602.08191"", ""year"": ""2026"", ""author"": ""Alisson O. Chaves and Rodrigo Moreira and Larissa F. Rodrigues Moreira and Joao Correia and David Santos and Rui Silva and Tiago Barros and Daniel Corujo and Miguel Rocha and Flavio de Oliveira Silva"", ""title"": ""NeuroScaler: Towards Energy-Optimal Autoscaling for Container-Based Services"", ""ENTRYTYPE"": ""misc"", ""ID"": ""chaves2026neuroscalerenergyoptimalautoscalingcontainerbased""}",rodrigo@ufv.br,,,https://arxiv.org/abs/2602.08191,,preprint,,REJECTED,0,,,1773878400000.0,1773878400000.0,115525,
3780,,Noisy Neighbor Influence in the Data Plane of Beyond 5G Networks,2026.0,"Moreira, Rodrigo and Rodrigues Moreira, Larissa Ferreira and Carvalho, Tereza C. and de Oliveira Silva, Flávio","{""doi"": ""10.1109/CCNC65079.2026.11366571"", ""keywords"": ""Degradation;5G mobile communication;Instruments;Scalability;Network slicing;Artificial neural networks;User experience;Hardware;Noise measurement;Virtualization;B5G;Noisy Neighbor;UPF Instrumentation;Slice Isolation;Data-Plane Latency"", ""pages"": ""1-6"", ""number"": """", ""volume"": """", ""year"": ""2026"", ""title"": ""Noisy Neighbor Influence in the Data Plane of Beyond 5G Networks"", ""booktitle"": ""2026 IEEE 23rd Consumer Communications & Networking Conference (CCNC)"", ""author"": ""Moreira, Rodrigo and Rodrigues Moreira, Larissa Ferreira and Carvalho, Tereza C. and de Oliveira Silva, Fl\u00e1vio"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""11366571""}",rodrigo@ufv.br,,2026 IEEE 23rd Consumer Communications & Networking Conference (CCNC),https://doi.org/10.1109/CCNC65079.2026.11366571,,conference paper,10.1109/CCNC65079.2026.11366571,REJECTED,0,,,1773878400000.0,1773878400000.0,115526,
3784,,I/O Analysis is All You Need: An I/O Analysis for Long-Sequence Attention,2026.0,"Lu, Xiaoyang and Long, Boyu and Chen, Xiaoming and Han, Yinhe and Sun, Xian-He","{""series"": ""ASPLOS '26"", ""location"": ""USA"", ""numpages"": ""16"", ""pages"": ""962\u2013977"", ""booktitle"": ""Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2"", ""doi"": ""10.1145/3779212.3790174"", ""url"": ""https://doi.org/10.1145/3779212.3790174"", ""address"": ""New York, NY, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9798400723599"", ""year"": ""2026"", ""title"": ""I/O Analysis is All You Need: An I/O Analysis for Long-Sequence Attention"", ""author"": ""Lu, Xiaoyang and Long, Boyu and Chen, Xiaoming and Han, Yinhe and Sun, Xian-He"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1145/3779212.3790174""}",xlu40@illinoistech.edu,357.0,"Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2, ASPLOS '26",https://doi.org/10.1145/3779212.3790174,,conference paper,10.1145/3779212.3790174,APPROVED,1,10484.0,,1775174400000.0,1775174400000.0,115863,
3790,,Polymorph: Energy-Efficient Multi-Label Classification for Video Streams on Embedded Devices,2026.0,"Ghafouri, Saeid and Fayyaz, Mohsen and Li, Xiangchen and John, Deepu and Ji, Bo and Nikolopoulos, Dimitrios and Vandierendonck, Hans","{""note"": ""official publication pending; referring to arxiv preprint. WACV list of accepted papers: https://wacv.thecvf.com/Conferences/2026/AcceptedPapers"", ""year"": ""2026"", ""url"": ""https://arxiv.org/html/2507.14959v1"", ""booktitle"": ""IEEE/CVF Winter Conference on Applications of Computer Vision (WACV)"", ""author"": ""Ghafouri, Saeid and Fayyaz, Mohsen and Li, Xiangchen and John, Deepu and Ji, Bo and Nikolopoulos, Dimitrios and Vandierendonck, Hans"", ""title"": ""Polymorph: Energy-Efficient Multi-Label Classification for Video Streams on Embedded Devices"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""ghafouri2026polymorph""}",h.vandierendonck@qub.ac.uk,1297.0,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),https://arxiv.org/html/2507.14959v1,,preprint,,APPROVED,1,10484.0,,1776988800000.0,1776988800000.0,116346,
3791,,SchoolRide: A Platform for School Bus Disruption Management and Operational Resilience,2026.0,"Nath, Vakul and Liu, Fangqi and He, Guocheng and Rogers, David and Chhokra, Ajay and Talusan, Jose Paolo and Ma, Meiyi and Mukhopadhyay, Ayan and Dubey, Abhishek","{""url"": ""https://scopelab.ai/files/iccps2026_schoolride.pdf"", ""series"": ""HSCC/ICCPS '26"", ""note"": ""Acceptance rate: 28\\%; Short Paper; Track: Systems and Applications"", ""keywords"": ""school transportation, disruption management, vehicle routing, optimization, cyber-physical systems, transit operations, real-time decision-making"", ""location"": ""Saint Malo, France"", ""booktitle"": ""Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems"", ""year"": ""2026"", ""title"": ""SchoolRide: A Platform for School Bus Disruption Management and Operational Resilience"", ""author"": ""Nath, Vakul and Liu, Fangqi and He, Guocheng and Rogers, David and Chhokra, Ajay and Talusan, Jose Paolo and Ma, Meiyi and Mukhopadhyay, Ayan and Dubey, Abhishek"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""iccps2026_schoolride""}",abhishek.dubey@vanderbilt.edu,893.0,"Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems,HSCC/ICCPS '26",https://scopelab.ai/files/iccps2026_schoolride.pdf,,conference paper,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,116421,
3792,,P-V2B: A Neuro-Symbolic Framework for Leveraging User Persistence in Vehicle-to-Building Charging,2026.0,"Sen, Rishav and Liu, Fangqi and Talusan, Jose Paolo and Pettet, Ava and Suzue, Yoshinori and Mukhopadhyay, Ayan and Dubey, Abhishek","{""url"": ""https://scopelab.ai/files/iccps2026_pv2b.pdf"", ""series"": ""HSCC/ICCPS '26"", ""note"": ""Acceptance rate: 28\\%; Regular Paper; Track: Systems and Applications"", ""keywords"": ""vehicle-to-building, EV charging, demand charge management, user persistence, neuro-symbolic control, Monte Carlo tree search, model predictive control"", ""location"": ""Saint Malo, France"", ""booktitle"": ""Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems"", ""year"": ""2026"", ""title"": ""P-V2B: A Neuro-Symbolic Framework for Leveraging User Persistence in Vehicle-to-Building Charging"", ""author"": ""Sen, Rishav and Liu, Fangqi and Talusan, Jose Paolo and Pettet, Ava and Suzue, Yoshinori and Mukhopadhyay, Ayan and Dubey, Abhishek"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""iccps2026_pv2b""}",abhishek.dubey@vanderbilt.edu,893.0,"29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems, HSCC/ICCPS '26",https://scopelab.ai/files/iccps2026_pv2b.pdf,,conference paper,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,116421,
3793,,CONSENT: A Negotiation Framework for Leveraging User Flexibility in Vehicle-to-Building Charging under Uncertainty,2026.0,"Sen, Rishav and Liu, Fangqi and Talusan, Jose Paolo and Pettet, Ava and Suzue, Yoshinori and Bailey, Mark and Mukhopadhyay, Ayan and Dubey, Abhishek","{""url"": ""https://arxiv.org/abs/2601.01581"", ""note"": ""Acceptance rate: 25\\%"", ""keywords"": ""vehicle-to-building, energy management, negotiation, demand response, incentive design, semi-Markov decision processes, user flexibility"", ""series"": ""AAMAS '26"", ""publisher"": ""International Foundation for Autonomous Agents and Multiagent Systems"", ""location"": ""Paphos, Cyprus"", ""year"": ""2026"", ""booktitle"": ""Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems"", ""title"": ""CONSENT: A Negotiation Framework for Leveraging User Flexibility in Vehicle-to-Building Charging under Uncertainty"", ""author"": ""Sen, Rishav and Liu, Fangqi and Talusan, Jose Paolo and Pettet, Ava and Suzue, Yoshinori and Bailey, Mark and Mukhopadhyay, Ayan and Dubey, Abhishek"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""sen2026negotiations""}",abhishek.dubey@vanderbilt.edu,893.0,"Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems, AAMAS '26",https://arxiv.org/abs/2601.01581,,conference paper,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,116421,
3794,,WENFlow: Scalable Attention for Unsupervised Spatiotemporal Anomaly Detection in High-Dimensional Cyber-Physical Systems,2026.0,"Buckelew, Jacob and Talusan, Jose Paolo and Sivaramakrishnan, Vasavi and Mukhopadhyay, Ayan and Srivastava, Anurag and Dubey, Abhishek","{""url"": ""https://scopelab.ai/files/iccps2026_wenflow.pdf"", ""series"": ""HSCC/ICCPS '26"", ""note"": ""Acceptance rate: 28\\%; Regular Paper; Track: Foundations"", ""keywords"": ""anomaly detection, cyber-physical systems, wavelet transforms, normalizing flows, spatiotemporal analysis, unsupervised learning, interpretability"", ""location"": ""Saint Malo, France"", ""booktitle"": ""Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems"", ""year"": ""2026"", ""title"": ""WENFlow: Scalable Attention for Unsupervised Spatiotemporal Anomaly Detection in High-Dimensional Cyber-Physical Systems"", ""author"": ""Buckelew, Jacob and Talusan, Jose Paolo and Sivaramakrishnan, Vasavi and Mukhopadhyay, Ayan and Srivastava, Anurag and Dubey, Abhishek"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""iccps2026_wenflow""}",abhishek.dubey@vanderbilt.edu,893.0,"29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems, HSCC/ICCPS '26",https://scopelab.ai/files/iccps2026_wenflow.pdf,,conference paper,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,116421,
3795,,RESPOND: A Modular Platform for Urban Emergency Response Research and Decision Support,2026.0,"Zulqarnain, Ammar Bin and Talusan, Jose Paolo and Napier, Kelly and Gens, Corey and Higgs, Jennifer and Herndon, Colleen and Mukhopadhyay, Ayan and Dubey, Abhishek","{""url"": ""https://scopelab.ai/files/iccps2026_respond.pdf"", ""series"": ""HSCC/ICCPS '26"", ""note"": ""Acceptance rate: 28\\%; Short Paper; Track: Systems and Applications"", ""keywords"": ""emergency response, dispatch optimization, facility location, simulation, policy evaluation, urban computing, resource allocation"", ""location"": ""Saint Malo, France"", ""booktitle"": ""Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems"", ""year"": ""2026"", ""title"": ""RESPOND: A Modular Platform for Urban Emergency Response Research and Decision Support"", ""author"": ""Zulqarnain, Ammar Bin and Talusan, Jose Paolo and Napier, Kelly and Gens, Corey and Higgs, Jennifer and Herndon, Colleen and Mukhopadhyay, Ayan and Dubey, Abhishek"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""iccps2026_respond""}",abhishek.dubey@vanderbilt.edu,893.0,"Proceedings of the HSCC/ICCPS 2026: 29th ACM International Conference on Hybrid Systems: Computation and Control and 17th ACM/IEEE International Conference on Cyber-Physical Systems,HSCC/ICCPS '26",https://scopelab.ai/files/iccps2026_respond.pdf,,conference paper,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,116421,
3796,,External Environments Matter: The Effects of Contextual Factors on the Financial Health of Chinese Foundations,2026.0,"Zhang, Chenxin and Ma, Ji","{""publisher"": ""Cambridge University Press"", ""year"": ""2026"", ""pages"": ""1--10"", ""journal"": ""Voluntas: International Journal of Voluntary and Nonprofit Organizations"", ""author"": ""Zhang, Chenxin and Ma, Ji"", ""title"": ""External Environments Matter: The Effects of Contextual Factors on the Financial Health of Chinese Foundations"", ""ENTRYTYPE"": ""article"", ""ID"": ""zhang2026external""}",admin,,"Voluntas: International Journal of Voluntary and Nonprofit Organizations,Cambridge University Press",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/90005CFC0DFAFF3FD60ABE03EEC0F765/S0957876526000276a.pdf/external_environments_matter_the_effects_of_contextual_factors_on_the_financial_health_of_chinese_foundations.pdf,,journal article,10.1017/S0957876526000276,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,,
3797,,Understanding the interplay between urban segregation and accessibility to services with network analysis,2026.0,"Lai, Mirko and Sapienza, Anna and Vilella, Salvatore and Canonico, Massimo and Cena, Federica and Ruffo, Giancarlo","{""publisher"": ""Public Library of Science San Francisco, CA USA"", ""year"": ""2026"", ""pages"": ""e0342156"", ""number"": ""4"", ""volume"": ""21"", ""journal"": ""Plos one"", ""author"": ""Lai, Mirko and Sapienza, Anna and Vilella, Salvatore and Canonico, Massimo and Cena, Federica and Ruffo, Giancarlo"", ""title"": ""Understanding the interplay between urban segregation and accessibility to services with network analysis"", ""ENTRYTYPE"": ""article"", ""ID"": ""lai2026understanding""}",admin,,Plos one,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0342156&type=printable,,journal article,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,,
3798,,RangeReduce: Query-Driven LSM Compactions,2026.0,"Kaushik, Shubham and Athanassoulis, Manos and Sarkar, Subhadeep","{""author"": ""Kaushik, Shubham and Athanassoulis, Manos and Sarkar, Subhadeep"", ""title"": ""RangeReduce: Query-Driven LSM Compactions"", ""ENTRYTYPE"": ""article"", ""ID"": ""kaushikrangereduce""}",admin,,shubhamkaushik.com,https://shubhamkaushik.com/assets/pdf/RangeReduce.pdf,,preprint,,APPROVED,1,10484.0,,1777334400000.0,1777334400000.0,,
